n,concentration,raw_current,wash_current,barium_current,response,construct,nucleotide,method,tolbutamide_response,measure,unique_experiment_id
2,1e-4,NA,NA,NA,0.555565901725978,W311*-GFP+SUR,ATP,patch_clamp,0.408061131648734,current,3
2,3e-4,NA,NA,NA,0.192730332392892,W311*-GFP+SUR,ATP,patch_clamp,0.408061131648734,current,3
2,0.001,NA,NA,NA,0.035915977599048,W311*-GFP+SUR,ATP,patch_clamp,0.408061131648734,current,3
3,0,NA,NA,NA,1,W311*-GFP+SUR,ATP,patch_clamp,0.37129183849262,current,5
3,3e-6,NA,NA,NA,1.00176783395302,W311*-GFP+SUR,ATP,patch_clamp,0.37129183849262,current,5
3,1e-5,NA,NA,NA,0.980931927842832,W311*-GFP+SUR,ATP,patch_clamp,0.37129183849262,current,5
3,3e-5,NA,NA,NA,0.85864180967067,W311*-GFP+SUR,ATP,patch_clamp,0.37129183849262,current,5
3,1e-4,NA,NA,NA,0.530209065474983,W311*-GFP+SUR,ATP,patch_clamp,0.37129183849262,current,5
3,3e-4,NA,NA,NA,0.186993412519137,W311*-GFP+SUR,ATP,patch_clamp,0.37129183849262,current,5
3,0.001,NA,NA,NA,0.024229111350335,W311*-GFP+SUR,ATP,patch_clamp,0.37129183849262,current,5
4,0,NA,NA,NA,1,W311*-GFP+SUR,ATP,patch_clamp,0.451514636390724,current,7
4,3e-6,NA,NA,NA,1.01097579621843,W311*-GFP+SUR,ATP,patch_clamp,0.451514636390724,current,7
4,1e-5,NA,NA,NA,0.978868179600829,W311*-GFP+SUR,ATP,patch_clamp,0.451514636390724,current,7
4,3e-5,NA,NA,NA,0.828196081830889,W311*-GFP+SUR,ATP,patch_clamp,0.451514636390724,current,7
4,1e-4,NA,NA,NA,0.387486128812698,W311*-GFP+SUR,ATP,patch_clamp,0.451514636390724,current,7
4,3e-4,NA,NA,NA,0.058388317997886,W311*-GFP+SUR,ATP,patch_clamp,0.451514636390724,current,7
4,0.001,NA,NA,NA,0.018960390400527,W311*-GFP+SUR,ATP,patch_clamp,0.451514636390724,current,7
1,1e-5,NA,NA,NA,0.867615158689986,WT-GFP,TNP-ATP,patch_clamp,0.967243132734116,current,39
1,1e-4,NA,NA,NA,0.765898989920069,WT-GFP,TNP-ATP,patch_clamp,0.967243132734116,current,39
1,0.001,NA,NA,NA,0.157727080960505,WT-GFP,TNP-ATP,patch_clamp,0.967243132734116,current,39
2,1e-4,NA,NA,NA,0.766543747583092,WT-GFP,TNP-ATP,patch_clamp,1.08144754047097,current,41
2,0.001,NA,NA,NA,0.250468790398805,WT-GFP,TNP-ATP,patch_clamp,1.08144754047097,current,41
3,1e-5,NA,NA,NA,0.92201812030557,WT-GFP,TNP-ATP,patch_clamp,1.03194773054944,current,42
3,1e-4,NA,NA,NA,0.759258072198749,WT-GFP,TNP-ATP,patch_clamp,1.03194773054944,current,42
3,0.001,NA,NA,NA,0.150136507567796,WT-GFP,TNP-ATP,patch_clamp,1.03194773054944,current,42
1,0.01,NA,NA,NA,0.51145631480058,WT-GFP+TMD0_232,ATP,patch_clamp,NA,current,53
1,0.001,NA,NA,NA,0.78050741302313,WT-GFP+TMD0_232,ATP,patch_clamp,NA,current,53
1,1e-4,NA,NA,NA,0.96600348159334,WT-GFP+TMD0_232,ATP,patch_clamp,NA,current,53
1,1e-5,NA,NA,NA,0.976178494118802,WT-GFP+TMD0_232,ATP,patch_clamp,NA,current,53
2,0.01,NA,NA,NA,0.535964084938163,WT-GFP+TMD0_232,ATP,patch_clamp,NA,current,54
2,0.001,NA,NA,NA,0.828919351720485,WT-GFP+TMD0_232,ATP,patch_clamp,NA,current,54
2,1e-4,NA,NA,NA,0.995464427954724,WT-GFP+TMD0_232,ATP,patch_clamp,NA,current,54
2,1e-5,NA,NA,NA,0.988290558514789,WT-GFP+TMD0_232,ATP,patch_clamp,NA,current,54
